complaint_text,category,source
"The area is affected by air: smoke, vehicular on the main road. Residents are requesting assistance.",environment,v2_original
The electricity service has a problem with lighting close to the town centre.,electricity,v2_original
We are experiencing a problem where several houses have no electricity beside the public walkway. the damaged equipment could become dangerous. Please investigate this problem.,electricity,v3_natural_augmentation
The area needs cleaning because of loose rubbish along the roadside.,garbage,v2_original
The water service is affected by hydrant leaking close to the bus stop.,water_supply,v2_original
"Residents have reported taste/odor, bitter/metallic outside our building. Please resolve this problem as soon as possible.",water_supply,v2_original
There is an environmental issue involving chemical vapors/gases/odors in the residential area. Please send the responsible team to inspect the area.,environment,v2_original
Drivers are facing problems because of pothole along the roadside. Residents are requesting assistance.,roads,v2_original
"Residents are concerned about air: smoke, chimney or vent near the hospital. Please resolve this problem as soon as possible.",environment,v2_original
Please arrange cleaning because of missed collection in the residential area.,garbage,v2_original
Garbage collection is affected by receptacle violation in our neighbourhood. Please resolve this problem as soon as possible.,garbage,v2_original
