complaint_text,category,language,source
There appears to be: Please send a technician because of power outage outside our building. We would appreciate assistance with this issue.,electricity,english,NYC311_seed_controlled_augmentation
There is street light lamp dim in the residential area. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be: Please inspect the drain because of culvert blocked/needs cleaning near our house. This issue needs attention.,drainage,english,NYC311_seed_controlled_augmentation
There is catch basin clogged/flooding outside our building.,drainage,english,NYC311_seed_controlled_augmentation
The drainage system has sewer backup near the public market. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
There is an environmental problem involving asbestos complaint along the roadside. Please investigate this issue.,environment,english,NYC311_seed_controlled_augmentation
"Please check the water system because of taste/odor, chlorine near the hospital. We would appreciate assistance with this issue.",water_supply,english,NYC311_seed_controlled_augmentation
Residents are concerned about defective hardware along the roadside.,roads,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of curb defect-metal protruding in the residential area.,roads,english,NYC311_seed_controlled_augmentation
Please check the water system because of hydrant leaking near our house. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
We need assistance with catch basin clogged/flooding near the hospital. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation
Residents are concerned about asbestos complaint near our house. The problem has been continuing for some time.,environment,english,NYC311_seed_controlled_augmentation
Our area has: Hydrant Leaking has affected the local water supply in our neighbourhood.,water_supply,english,NYC311_seed_controlled_augmentation
Failed Street Repair is causing problems for vehicles in the residential area. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
The drainage system has catch basin clogged/flooding along the roadside. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving outlet/switch near the junction.,electricity,english,NYC311_seed_controlled_augmentation
Please check: There appears to be heavy flow near the hospital. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve ponding near our house. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
Our area is facing low water pressure - wlwp in the residential area.,water_supply,english,NYC311_seed_controlled_augmentation
There has been: Wastewater is causing problems due to catch basin clogged/flooding on the main road. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing: The area needs cleaning because of missed recycling-all materials along the roadside. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation
Residents have reported power outage near the public market. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Residents are concerned about ventilation on the main road.,environment,english,NYC311_seed_controlled_augmentation
WIRING is affecting the area on the main road. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
"We are experiencing: We have noticed unsafe chemical, storage close to the bus stop. We would appreciate assistance with this issue.",environment,english,NYC311_seed_controlled_augmentation
We are experiencing: There is ponding near the hospital. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
Please send a technician because of wiring along the roadside.,electricity,english,NYC311_seed_controlled_augmentation
Please repair defective hardware outside our building.,roads,english,NYC311_seed_controlled_augmentation
"Please check the water system because of taste/odor, chlorine outside our building. Please investigate this issue.",water_supply,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of 15 street cond/dump-out/drop-off near the junction. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation
Please repair failed street repair in our neighbourhood. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
There has been: Drivers are having difficulty because of broken curb near the public market. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
There is manhole overflow outside our building. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
